split,file_name,relative_path,label,attack_id,speaker_id,system_id
train,LA_T_4546214.flac,train/LA_T_4546214.flac,spoof,A03,LA_0085,-
train,LA_T_3149994.flac,train/LA_T_3149994.flac,spoof,A06,LA_0087,-
train,LA_T_8040198.flac,train/LA_T_8040198.flac,spoof,A04,LA_0085,-
train,LA_T_3937034.flac,train/LA_T_3937034.flac,spoof,A03,LA_0090,-
train,LA_T_6857170.flac,train/LA_T_6857170.flac,spoof,A04,LA_0094,-
train,LA_T_2079451.flac,train/LA_T_2079451.flac,bonafide,-,LA_0097,-
train,LA_T_1078988.flac,train/LA_T_1078988.flac,bonafide,-,LA_0090,-
train,LA_T_3912334.flac,train/LA_T_3912334.flac,spoof,A06,LA_0085,-
train,LA_T_6409712.flac,train/LA_T_6409712.flac,spoof,A03,LA_0093,-
train,LA_T_7379295.flac,train/LA_T_7379295.flac,spoof,A03,LA_0083,-
train,LA_T_8947818.flac,train/LA_T_8947818.flac,bonafide,-,LA_0090,-
train,LA_T_4860349.flac,train/LA_T_4860349.flac,bonafide,-,LA_0082,-
train,LA_T_5188650.flac,train/LA_T_5188650.flac,spoof,A05,LA_0084,-
train,LA_T_9198987.flac,train/LA_T_9198987.flac,spoof,A02,LA_0084,-
train,LA_T_4334140.flac,train/LA_T_4334140.flac,bonafide,-,LA_0086,-
train,LA_T_8557326.flac,train/LA_T_8557326.flac,spoof,A04,LA_0096,-
train,LA_T_6514791.flac,train/LA_T_6514791.flac,spoof,A03,LA_0085,-
train,LA_T_5747838.flac,train/LA_T_5747838.flac,spoof,A03,LA_0080,-
train,LA_T_8129486.flac,train/LA_T_8129486.flac,bonafide,-,LA_0090,-
train,LA_T_3123920.flac,train/LA_T_3123920.flac,bonafide,-,LA_0086,-
train,LA_T_1618831.flac,train/LA_T_1618831.flac,bonafide,-,LA_0080,-
train,LA_T_8179080.flac,train/LA_T_8179080.flac,spoof,A02,LA_0096,-
train,LA_T_4484196.flac,train/LA_T_4484196.flac,bonafide,-,LA_0090,-
train,LA_T_7544663.flac,train/LA_T_7544663.flac,bonafide,-,LA_0090,-
train,LA_T_5544402.flac,train/LA_T_5544402.flac,bonafide,-,LA_0086,-
train,LA_T_3657309.flac,train/LA_T_3657309.flac,bonafide,-,LA_0097,-
train,LA_T_7797083.flac,train/LA_T_7797083.flac,bonafide,-,LA_0092,-
train,LA_T_3956959.flac,train/LA_T_3956959.flac,bonafide,-,LA_0084,-
train,LA_T_5630619.flac,train/LA_T_5630619.flac,bonafide,-,LA_0091,-
train,LA_T_5971327.flac,train/LA_T_5971327.flac,spoof,A03,LA_0096,-
train,LA_T_5819013.flac,train/LA_T_5819013.flac,spoof,A01,LA_0093,-
train,LA_T_1615824.flac,train/LA_T_1615824.flac,spoof,A03,LA_0096,-
train,LA_T_7515281.flac,train/LA_T_7515281.flac,bonafide,-,LA_0083,-
train,LA_T_8710866.flac,train/LA_T_8710866.flac,bonafide,-,LA_0088,-
train,LA_T_9545606.flac,train/LA_T_9545606.flac,spoof,A02,LA_0095,-
train,LA_T_6979533.flac,train/LA_T_6979533.flac,bonafide,-,LA_0089,-
train,LA_T_1955947.flac,train/LA_T_1955947.flac,bonafide,-,LA_0093,-
train,LA_T_4956778.flac,train/LA_T_4956778.flac,spoof,A06,LA_0079,-
train,LA_T_4022291.flac,train/LA_T_4022291.flac,spoof,A04,LA_0082,-
train,LA_T_7646072.flac,train/LA_T_7646072.flac,spoof,A05,LA_0080,-
train,LA_T_2899278.flac,train/LA_T_2899278.flac,spoof,A06,LA_0082,-
train,LA_T_1794966.flac,train/LA_T_1794966.flac,bonafide,-,LA_0096,-
train,LA_T_2092466.flac,train/LA_T_2092466.flac,bonafide,-,LA_0090,-
train,LA_T_4588024.flac,train/LA_T_4588024.flac,spoof,A04,LA_0082,-
train,LA_T_6324553.flac,train/LA_T_6324553.flac,bonafide,-,LA_0079,-
train,LA_T_6767811.flac,train/LA_T_6767811.flac,bonafide,-,LA_0092,-
train,LA_T_1325413.flac,train/LA_T_1325413.flac,spoof,A02,LA_0079,-
train,LA_T_3517869.flac,train/LA_T_3517869.flac,bonafide,-,LA_0094,-
train,LA_T_3952842.flac,train/LA_T_3952842.flac,spoof,A02,LA_0098,-
train,LA_T_6185577.flac,train/LA_T_6185577.flac,spoof,A04,LA_0084,-
train,LA_T_1222609.flac,train/LA_T_1222609.flac,bonafide,-,LA_0089,-
train,LA_T_1646363.flac,train/LA_T_1646363.flac,bonafide,-,LA_0085,-
train,LA_T_5207966.flac,train/LA_T_5207966.flac,bonafide,-,LA_0090,-
train,LA_T_9942434.flac,train/LA_T_9942434.flac,spoof,A01,LA_0082,-
train,LA_T_4566732.flac,train/LA_T_4566732.flac,spoof,A02,LA_0087,-
train,LA_T_6284251.flac,train/LA_T_6284251.flac,spoof,A04,LA_0080,-
train,LA_T_7271221.flac,train/LA_T_7271221.flac,spoof,A01,LA_0085,-
train,LA_T_8408665.flac,train/LA_T_8408665.flac,spoof,A01,LA_0080,-
train,LA_T_7030792.flac,train/LA_T_7030792.flac,spoof,A05,LA_0097,-
train,LA_T_9595433.flac,train/LA_T_9595433.flac,bonafide,-,LA_0090,-
train,LA_T_4890894.flac,train/LA_T_4890894.flac,spoof,A05,LA_0089,-
train,LA_T_6531051.flac,train/LA_T_6531051.flac,bonafide,-,LA_0083,-
train,LA_T_8527420.flac,train/LA_T_8527420.flac,spoof,A05,LA_0088,-
train,LA_T_7024613.flac,train/LA_T_7024613.flac,bonafide,-,LA_0083,-
train,LA_T_2534170.flac,train/LA_T_2534170.flac,bonafide,-,LA_0096,-
train,LA_T_7096119.flac,train/LA_T_7096119.flac,spoof,A01,LA_0085,-
train,LA_T_2508565.flac,train/LA_T_2508565.flac,bonafide,-,LA_0093,-
train,LA_T_2482961.flac,train/LA_T_2482961.flac,bonafide,-,LA_0095,-
train,LA_T_3908268.flac,train/LA_T_3908268.flac,spoof,A02,LA_0082,-
train,LA_T_9675042.flac,train/LA_T_9675042.flac,bonafide,-,LA_0082,-
train,LA_T_3325414.flac,train/LA_T_3325414.flac,bonafide,-,LA_0084,-
train,LA_T_8402523.flac,train/LA_T_8402523.flac,spoof,A05,LA_0091,-
train,LA_T_4369129.flac,train/LA_T_4369129.flac,bonafide,-,LA_0082,-
train,LA_T_8275432.flac,train/LA_T_8275432.flac,bonafide,-,LA_0088,-
train,LA_T_9897034.flac,train/LA_T_9897034.flac,bonafide,-,LA_0079,-
train,LA_T_1940982.flac,train/LA_T_1940982.flac,spoof,A05,LA_0088,-
train,LA_T_7220833.flac,train/LA_T_7220833.flac,bonafide,-,LA_0082,-
train,LA_T_9639332.flac,train/LA_T_9639332.flac,spoof,A03,LA_0096,-
train,LA_T_9366701.flac,train/LA_T_9366701.flac,bonafide,-,LA_0091,-
train,LA_T_4352298.flac,train/LA_T_4352298.flac,bonafide,-,LA_0095,-
train,LA_T_8726287.flac,train/LA_T_8726287.flac,bonafide,-,LA_0088,-
train,LA_T_8189595.flac,train/LA_T_8189595.flac,spoof,A06,LA_0094,-
train,LA_T_8567012.flac,train/LA_T_8567012.flac,spoof,A01,LA_0098,-
train,LA_T_4375065.flac,train/LA_T_4375065.flac,spoof,A03,LA_0080,-
train,LA_T_7201904.flac,train/LA_T_7201904.flac,spoof,A02,LA_0086,-
train,LA_T_1039538.flac,train/LA_T_1039538.flac,spoof,A04,LA_0086,-
train,LA_T_4197307.flac,train/LA_T_4197307.flac,bonafide,-,LA_0079,-
train,LA_T_6250535.flac,train/LA_T_6250535.flac,spoof,A06,LA_0098,-
train,LA_T_9023352.flac,train/LA_T_9023352.flac,spoof,A06,LA_0096,-
train,LA_T_9074196.flac,train/LA_T_9074196.flac,bonafide,-,LA_0081,-
train,LA_T_7952897.flac,train/LA_T_7952897.flac,spoof,A06,LA_0086,-
train,LA_T_3434429.flac,train/LA_T_3434429.flac,spoof,A04,LA_0079,-
train,LA_T_5959553.flac,train/LA_T_5959553.flac,bonafide,-,LA_0092,-
train,LA_T_8837286.flac,train/LA_T_8837286.flac,spoof,A05,LA_0085,-
train,LA_T_6227496.flac,train/LA_T_6227496.flac,bonafide,-,LA_0081,-
train,LA_T_8788560.flac,train/LA_T_8788560.flac,spoof,A03,LA_0089,-
train,LA_T_4976230.flac,train/LA_T_4976230.flac,bonafide,-,LA_0092,-
train,LA_T_7904751.flac,train/LA_T_7904751.flac,spoof,A06,LA_0098,-
train,LA_T_6158649.flac,train/LA_T_6158649.flac,spoof,A01,LA_0091,-
train,LA_T_8107610.flac,train/LA_T_8107610.flac,bonafide,-,LA_0095,-
train,LA_T_4270240.flac,train/LA_T_4270240.flac,spoof,A01,LA_0080,-
train,LA_T_4972901.flac,train/LA_T_4972901.flac,spoof,A04,LA_0097,-
train,LA_T_9860699.flac,train/LA_T_9860699.flac,bonafide,-,LA_0089,-
train,LA_T_4707993.flac,train/LA_T_4707993.flac,bonafide,-,LA_0089,-
train,LA_T_1280378.flac,train/LA_T_1280378.flac,spoof,A01,LA_0082,-
train,LA_T_9011375.flac,train/LA_T_9011375.flac,spoof,A06,LA_0095,-
train,LA_T_3987993.flac,train/LA_T_3987993.flac,spoof,A06,LA_0097,-
train,LA_T_5830824.flac,train/LA_T_5830824.flac,spoof,A01,LA_0081,-
train,LA_T_8815396.flac,train/LA_T_8815396.flac,bonafide,-,LA_0093,-
train,LA_T_3059635.flac,train/LA_T_3059635.flac,bonafide,-,LA_0083,-
train,LA_T_7739276.flac,train/LA_T_7739276.flac,spoof,A02,LA_0093,-
train,LA_T_9206457.flac,train/LA_T_9206457.flac,bonafide,-,LA_0097,-
train,LA_T_4891261.flac,train/LA_T_4891261.flac,bonafide,-,LA_0093,-
train,LA_T_1763423.flac,train/LA_T_1763423.flac,bonafide,-,LA_0097,-
train,LA_T_4770996.flac,train/LA_T_4770996.flac,spoof,A04,LA_0082,-
train,LA_T_6472152.flac,train/LA_T_6472152.flac,bonafide,-,LA_0098,-
train,LA_T_8462585.flac,train/LA_T_8462585.flac,bonafide,-,LA_0091,-
train,LA_T_6799145.flac,train/LA_T_6799145.flac,spoof,A03,LA_0083,-
train,LA_T_7680224.flac,train/LA_T_7680224.flac,spoof,A06,LA_0096,-
train,LA_T_4610869.flac,train/LA_T_4610869.flac,bonafide,-,LA_0097,-
train,LA_T_6965985.flac,train/LA_T_6965985.flac,bonafide,-,LA_0097,-
train,LA_T_8035781.flac,train/LA_T_8035781.flac,bonafide,-,LA_0080,-
train,LA_T_7948400.flac,train/LA_T_7948400.flac,bonafide,-,LA_0080,-
train,LA_T_7201521.flac,train/LA_T_7201521.flac,bonafide,-,LA_0080,-
train,LA_T_6073174.flac,train/LA_T_6073174.flac,spoof,A06,LA_0079,-
train,LA_T_8345426.flac,train/LA_T_8345426.flac,spoof,A02,LA_0086,-
train,LA_T_2975863.flac,train/LA_T_2975863.flac,spoof,A02,LA_0092,-
train,LA_T_4606578.flac,train/LA_T_4606578.flac,bonafide,-,LA_0084,-
train,LA_T_6525992.flac,train/LA_T_6525992.flac,spoof,A03,LA_0095,-
train,LA_T_9772981.flac,train/LA_T_9772981.flac,bonafide,-,LA_0082,-
train,LA_T_3141223.flac,train/LA_T_3141223.flac,bonafide,-,LA_0079,-
train,LA_T_4509152.flac,train/LA_T_4509152.flac,bonafide,-,LA_0094,-
train,LA_T_8521460.flac,train/LA_T_8521460.flac,bonafide,-,LA_0086,-
train,LA_T_9034612.flac,train/LA_T_9034612.flac,spoof,A06,LA_0096,-
train,LA_T_1014341.flac,train/LA_T_1014341.flac,spoof,A02,LA_0091,-
train,LA_T_1820456.flac,train/LA_T_1820456.flac,bonafide,-,LA_0080,-
train,LA_T_3447201.flac,train/LA_T_3447201.flac,bonafide,-,LA_0089,-
train,LA_T_9485940.flac,train/LA_T_9485940.flac,spoof,A01,LA_0088,-
train,LA_T_6704810.flac,train/LA_T_6704810.flac,bonafide,-,LA_0086,-
train,LA_T_5322386.flac,train/LA_T_5322386.flac,bonafide,-,LA_0097,-
train,LA_T_4451472.flac,train/LA_T_4451472.flac,bonafide,-,LA_0081,-
train,LA_T_2577614.flac,train/LA_T_2577614.flac,spoof,A04,LA_0091,-
train,LA_T_9604435.flac,train/LA_T_9604435.flac,spoof,A06,LA_0090,-
train,LA_T_7873542.flac,train/LA_T_7873542.flac,spoof,A01,LA_0090,-
train,LA_T_5891808.flac,train/LA_T_5891808.flac,bonafide,-,LA_0085,-
train,LA_T_2066209.flac,train/LA_T_2066209.flac,bonafide,-,LA_0098,-
train,LA_T_8367571.flac,train/LA_T_8367571.flac,spoof,A06,LA_0094,-
train,LA_T_1186717.flac,train/LA_T_1186717.flac,bonafide,-,LA_0086,-
train,LA_T_6246438.flac,train/LA_T_6246438.flac,spoof,A02,LA_0087,-
train,LA_T_6742582.flac,train/LA_T_6742582.flac,bonafide,-,LA_0087,-
train,LA_T_7106075.flac,train/LA_T_7106075.flac,spoof,A01,LA_0080,-
train,LA_T_4852642.flac,train/LA_T_4852642.flac,spoof,A03,LA_0087,-
train,LA_T_3404429.flac,train/LA_T_3404429.flac,spoof,A03,LA_0090,-
train,LA_T_4853062.flac,train/LA_T_4853062.flac,bonafide,-,LA_0089,-
train,LA_T_3045142.flac,train/LA_T_3045142.flac,spoof,A06,LA_0091,-
train,LA_T_2361518.flac,train/LA_T_2361518.flac,bonafide,-,LA_0085,-
train,LA_T_3484516.flac,train/LA_T_3484516.flac,spoof,A02,LA_0085,-
train,LA_T_5260333.flac,train/LA_T_5260333.flac,bonafide,-,LA_0092,-
train,LA_T_7939231.flac,train/LA_T_7939231.flac,bonafide,-,LA_0095,-
train,LA_T_3369393.flac,train/LA_T_3369393.flac,spoof,A02,LA_0090,-
train,LA_T_8830400.flac,train/LA_T_8830400.flac,bonafide,-,LA_0091,-
train,LA_T_2032733.flac,train/LA_T_2032733.flac,bonafide,-,LA_0088,-
train,LA_T_1416811.flac,train/LA_T_1416811.flac,spoof,A04,LA_0091,-
train,LA_T_3447323.flac,train/LA_T_3447323.flac,bonafide,-,LA_0088,-
train,LA_T_6816591.flac,train/LA_T_6816591.flac,bonafide,-,LA_0088,-
train,LA_T_4096754.flac,train/LA_T_4096754.flac,spoof,A03,LA_0096,-
train,LA_T_3831604.flac,train/LA_T_3831604.flac,bonafide,-,LA_0085,-
train,LA_T_7809482.flac,train/LA_T_7809482.flac,spoof,A04,LA_0097,-
train,LA_T_5038210.flac,train/LA_T_5038210.flac,spoof,A03,LA_0084,-
train,LA_T_9145540.flac,train/LA_T_9145540.flac,bonafide,-,LA_0090,-
train,LA_T_3813165.flac,train/LA_T_3813165.flac,spoof,A05,LA_0080,-
train,LA_T_3848963.flac,train/LA_T_3848963.flac,bonafide,-,LA_0090,-
train,LA_T_9022508.flac,train/LA_T_9022508.flac,spoof,A04,LA_0087,-
train,LA_T_5852962.flac,train/LA_T_5852962.flac,spoof,A02,LA_0086,-
train,LA_T_3831892.flac,train/LA_T_3831892.flac,bonafide,-,LA_0091,-
train,LA_T_8124095.flac,train/LA_T_8124095.flac,bonafide,-,LA_0081,-
train,LA_T_9354627.flac,train/LA_T_9354627.flac,spoof,A03,LA_0095,-
train,LA_T_3100059.flac,train/LA_T_3100059.flac,spoof,A06,LA_0087,-
train,LA_T_9969620.flac,train/LA_T_9969620.flac,bonafide,-,LA_0089,-
train,LA_T_2687880.flac,train/LA_T_2687880.flac,spoof,A05,LA_0098,-
train,LA_T_5065316.flac,train/LA_T_5065316.flac,bonafide,-,LA_0092,-
train,LA_T_1013549.flac,train/LA_T_1013549.flac,spoof,A01,LA_0085,-
train,LA_T_6476462.flac,train/LA_T_6476462.flac,spoof,A04,LA_0089,-
train,LA_T_8741491.flac,train/LA_T_8741491.flac,spoof,A06,LA_0098,-
train,LA_T_6688612.flac,train/LA_T_6688612.flac,bonafide,-,LA_0097,-
train,LA_T_5100132.flac,train/LA_T_5100132.flac,bonafide,-,LA_0080,-
train,LA_T_9079590.flac,train/LA_T_9079590.flac,bonafide,-,LA_0086,-
train,LA_T_5573999.flac,train/LA_T_5573999.flac,spoof,A04,LA_0098,-
train,LA_T_8513575.flac,train/LA_T_8513575.flac,spoof,A01,LA_0095,-
train,LA_T_3011383.flac,train/LA_T_3011383.flac,spoof,A02,LA_0094,-
train,LA_T_3555171.flac,train/LA_T_3555171.flac,bonafide,-,LA_0080,-
train,LA_T_3741146.flac,train/LA_T_3741146.flac,spoof,A01,LA_0085,-
train,LA_T_8514952.flac,train/LA_T_8514952.flac,spoof,A01,LA_0097,-
train,LA_T_4782992.flac,train/LA_T_4782992.flac,spoof,A06,LA_0098,-
train,LA_T_7024437.flac,train/LA_T_7024437.flac,bonafide,-,LA_0083,-
train,LA_T_3579841.flac,train/LA_T_3579841.flac,bonafide,-,LA_0095,-
train,LA_T_9723813.flac,train/LA_T_9723813.flac,spoof,A04,LA_0085,-
train,LA_T_3197072.flac,train/LA_T_3197072.flac,bonafide,-,LA_0092,-
train,LA_T_4253146.flac,train/LA_T_4253146.flac,spoof,A04,LA_0080,-
train,LA_T_4620797.flac,train/LA_T_4620797.flac,spoof,A01,LA_0087,-
train,LA_T_4104820.flac,train/LA_T_4104820.flac,bonafide,-,LA_0080,-
train,LA_T_8277579.flac,train/LA_T_8277579.flac,spoof,A01,LA_0091,-
train,LA_T_8606976.flac,train/LA_T_8606976.flac,spoof,A03,LA_0086,-
train,LA_T_9378967.flac,train/LA_T_9378967.flac,bonafide,-,LA_0098,-
train,LA_T_3233814.flac,train/LA_T_3233814.flac,bonafide,-,LA_0088,-
train,LA_T_4000930.flac,train/LA_T_4000930.flac,spoof,A05,LA_0096,-
train,LA_T_1410416.flac,train/LA_T_1410416.flac,bonafide,-,LA_0087,-
train,LA_T_8887502.flac,train/LA_T_8887502.flac,bonafide,-,LA_0093,-
train,LA_T_7692591.flac,train/LA_T_7692591.flac,spoof,A04,LA_0082,-
train,LA_T_8847315.flac,train/LA_T_8847315.flac,spoof,A05,LA_0093,-
train,LA_T_1092005.flac,train/LA_T_1092005.flac,spoof,A03,LA_0094,-
train,LA_T_9499930.flac,train/LA_T_9499930.flac,spoof,A05,LA_0092,-
train,LA_T_3331468.flac,train/LA_T_3331468.flac,bonafide,-,LA_0081,-
train,LA_T_2269650.flac,train/LA_T_2269650.flac,bonafide,-,LA_0094,-
train,LA_T_4436477.flac,train/LA_T_4436477.flac,bonafide,-,LA_0089,-
train,LA_T_6524704.flac,train/LA_T_6524704.flac,spoof,A01,LA_0086,-
train,LA_T_9538765.flac,train/LA_T_9538765.flac,spoof,A05,LA_0089,-
train,LA_T_3237001.flac,train/LA_T_3237001.flac,bonafide,-,LA_0098,-
train,LA_T_2616885.flac,train/LA_T_2616885.flac,bonafide,-,LA_0094,-
train,LA_T_7579441.flac,train/LA_T_7579441.flac,bonafide,-,LA_0097,-
train,LA_T_9528156.flac,train/LA_T_9528156.flac,spoof,A06,LA_0094,-
train,LA_T_5687151.flac,train/LA_T_5687151.flac,spoof,A05,LA_0080,-
train,LA_T_9673436.flac,train/LA_T_9673436.flac,bonafide,-,LA_0083,-
train,LA_T_5734011.flac,train/LA_T_5734011.flac,spoof,A01,LA_0084,-
train,LA_T_4310953.flac,train/LA_T_4310953.flac,spoof,A06,LA_0083,-
train,LA_T_6490768.flac,train/LA_T_6490768.flac,spoof,A02,LA_0082,-
train,LA_T_1717556.flac,train/LA_T_1717556.flac,bonafide,-,LA_0085,-
train,LA_T_8052308.flac,train/LA_T_8052308.flac,bonafide,-,LA_0084,-
train,LA_T_5125115.flac,train/LA_T_5125115.flac,spoof,A03,LA_0082,-
train,LA_T_1638139.flac,train/LA_T_1638139.flac,spoof,A05,LA_0092,-
train,LA_T_3977933.flac,train/LA_T_3977933.flac,spoof,A04,LA_0088,-
train,LA_T_2537892.flac,train/LA_T_2537892.flac,bonafide,-,LA_0091,-
train,LA_T_3143444.flac,train/LA_T_3143444.flac,spoof,A02,LA_0097,-
train,LA_T_2759900.flac,train/LA_T_2759900.flac,bonafide,-,LA_0079,-
train,LA_T_9659779.flac,train/LA_T_9659779.flac,spoof,A01,LA_0079,-
train,LA_T_6484853.flac,train/LA_T_6484853.flac,spoof,A02,LA_0085,-
train,LA_T_9366267.flac,train/LA_T_9366267.flac,spoof,A04,LA_0096,-
train,LA_T_3748671.flac,train/LA_T_3748671.flac,spoof,A01,LA_0095,-
train,LA_T_7208401.flac,train/LA_T_7208401.flac,bonafide,-,LA_0094,-
train,LA_T_3083840.flac,train/LA_T_3083840.flac,spoof,A03,LA_0085,-
train,LA_T_2507487.flac,train/LA_T_2507487.flac,bonafide,-,LA_0092,-
train,LA_T_8651042.flac,train/LA_T_8651042.flac,bonafide,-,LA_0080,-
